Destination Port,Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Bwd IAT Std,Bwd IAT Max,Fwd PSH Flags,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Init_Win_bytes_backward,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,475062,528,195,0,40.61538462,1418,0,387.5454545,579.5742168,20654.86957,30019.00691,123150,475062,39588.5,35655.35409,123150,56109.61668,159488,0,0,1418,191.64,416.8003999,173722.5733,0,0,1,0,0,0,199.625,40.61538462,387.5454545,528,349,0.0,0.0,0,0,0
139,11362,0,0,0,0.0,0,0,0.0,0.0,11362.0,0.0,11362,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,269,0.0,0.0,0,0,0
443,5332058,350,193,0,38.88888889,1658,0,631.4,844.8282666,410158.3077,1415029.655,5119074,5332058,666507.25,1799430.512,5119074,32356.80966,58684,0,0,1658,233.8,540.0012169,291601.3143,0,0,1,0,0,0,250.5,38.88888889,631.4,350,118,5119074.0,0.0,5119074,5119074,0
35637,1,31,31,0,15.5,0,0,0.0,0.0,1.0,0.0,1,1,1.0,0.0,1,0.0,0,1,0,31,20.66666667,17.89785834,320.3333333,0,1,0,1,0,0,31.0,15.5,0.0,31,-1,0.0,0.0,0,0,0
80,6032413,0,0,0,0.0,0,0,0.0,0.0,1206482.6,1995972.48,4691888,6032413,2010804.333,2354118.339,4691888,0.0,1058478,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,11584,0.0,0.0,0,0,0
5566,80,0,0,0,0.0,6,6,6.0,0.0,80.0,0.0,80,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
53,157,86,43,43,43.0,99,99,99.0,0.0,52.33333333,50.63924697,105,4,4.0,0.0,4,0.0,48,0,43,99,65.4,30.67246322,940.8,0,0,0,0,0,1,81.75,43.0,99.0,86,-1,0.0,0.0,0,0,0
443,117018737,954,298,0,53.0,1410,0,368.8666667,499.8118027,3656835.531,14300000.0,58200000,117000000,6883455.118,19300000.0,58200000,21100000.0,58300000,0,0,1410,190.7941176,368.2812479,135631.0775,0,0,1,0,0,0,196.5757576,53.0,368.8666667,954,123,58200000.0,76654.61772,58200000,58100000,0
8008,3,4,2,2,2.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,2,2,2.0,0.0,0.0,0,0,1,0,0,0,3.0,2.0,0.0,4,-1,0.0,0.0,0,0,0
3800,64,2,2,2,2.0,6,6,6.0,0.0,64.0,0.0,64,0,0.0,0.0,0,0.0,0,0,2,6,3.333333333,2.309401077,5.333333333,0,0,1,0,0,1,5.0,2.0,6.0,2,0,0.0,0.0,0,0,1
443,115462485,1127,517,0,43.34615385,4380,0,1032.451613,1185.606647,2061830.089,4016744.622,10000000,115000000,4618499.4,4992466.621,10000000,4913637.184,10000000,0,0,4380,571.2586207,997.5429386,995091.9144,0,0,1,0,0,1,581.2807018,43.34615385,1032.451613,1127,980,9585842.5,1438886.927,10000000,5016763,0
57335,1519082,6,6,6,6.0,6,6,6.0,0.0,303816.4,660685.5659,1485473,0,0.0,0.0,0,742153.5383,1485473,0,6,6,6.0,0.0,0.0,0,0,0,1,1,5,7.0,6.0,6.0,6,0,0.0,0.0,0,0,0
53,23992,84,42,42,42.0,123,123,123.0,0.0,7997.333333,13807.6387,23941,3,3.0,0.0,3,0.0,48,0,42,123,74.4,44.36552716,1968.3,0,0,0,0,0,1,93.0,42.0,123.0,84,-1,0.0,0.0,0,0,0
52198,50,0,0,0,0.0,0,0,0.0,0.0,25.0,33.9411255,49,0,0.0,0.0,0,0.0,49,0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
8200,13,0,0,0,0.0,6,6,6.0,0.0,13.0,0.0,13,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
7625,81,0,0,0,0.0,6,6,6.0,0.0,81.0,0.0,81,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
80,50538,0,0,0,0.0,0,0,0.0,0.0,50538.0,0.0,50538,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,229,0.0,0.0,0,0,0
2492,64,4,2,2,2.0,6,6,6.0,0.0,21.33333333,8.386497084,31,47,47.0,0.0,47,0.0,48,0,2,6,3.6,2.19089023,4.8,0,0,1,0,0,1,4.5,2.0,6.0,4,0,0.0,0.0,0,0,0
443,84679,1026,789,0,102.6,373,0,102.2,162.7488863,6048.5,8423.622953,27176,84679,9408.777778,10375.56081,27176,7075.227605,15681,0,0,789,96.0625,209.3069417,43809.39583,0,0,1,0,0,0,102.4666667,102.6,102.2,1026,32,0.0,0.0,0,0,0
53,48597,60,60,60,60.0,138,138,138.0,0.0,48597.0,0.0,48597,0,0.0,0.0,0,0.0,0,0,60,138,86.0,45.033321,2028.0,0,0,0,0,0,1,129.0,60.0,138.0,60,-1,0.0,0.0,0,0,0
8022,31,0,0,0,0.0,6,6,6.0,0.0,31.0,0.0,31,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
50466,103,6,6,6,6.0,6,6,6.0,0.0,103.0,0.0,103,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,6,251,0.0,0.0,0,0,0
443,49,12,6,6,6.0,0,0,0.0,0.0,49.0,0.0,49,49,49.0,0.0,49,0.0,0,0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
443,141,0,0,0,0.0,0,0,0.0,0.0,141.0,0.0,141,141,141.0,0.0,141,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,0
53,610,61,61,61,61.0,89,89,89.0,0.0,610.0,0.0,610,0,0.0,0.0,0,0.0,0,0,61,89,70.33333333,16.16580754,261.3333333,0,0,0,0,0,1,105.5,61.0,89.0,61,-1,0.0,0.0,0,0,0
53,230,70,35,35,35.0,135,135,135.0,0.0,76.66666667,93.36130533,181,1,1.0,0.0,1,0.0,48,0,35,135,75.0,54.77225575,3000.0,0,0,0,0,0,1,93.75,35.0,135.0,70,-1,0.0,0.0,0,0,0
443,8489687,985,666,0,98.5,2920,0,1238.4,1362.003047,606406.2143,1942914.593,7345993,8489687,943298.5556,2404232.989,7345993,261496.8111,599032,0,0,2920,448.5625,907.9548424,824381.9958,0,0,1,0,0,0,478.4666667,98.5,1238.4,985,31,7345993.0,0.0,7345993,7345993,0
80,3,0,0,0,0.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
443,60311631,1639,517,0,68.29166667,3516,0,1255.32,1173.264915,1256492.313,3327516.662,10000000,50500000,2195902.87,4226475.429,10100000,4416902.584,10100000,0,0,3516,660.44,1022.960353,1046447.884,0,0,1,0,0,1,673.9183673,68.29166667,1255.32,1639,131,9967540.5,98363.52893,10000000,9767054,0
80,10991,18,6,6,6.0,0,0,0.0,0.0,5495.5,7770.396418,10990,10991,5495.5,7770.396418,10990,0.0,0,0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,8.0,6.0,0.0,18,-1,0.0,0.0,0,0,1
443,4207773,117,45,0,23.4,41,41,41.0,0.0,841554.6,1847784.653,4146652,4207773,1051943.25,2063328.504,4146652,0.0,0,1,0,45,28.42857143,19.88179354,395.2857143,0,1,0,1,0,0,33.16666667,23.4,41.0,117,122,0.0,0.0,0,0,0
80,5491786,12,6,6,6.0,0,0,0.0,0.0,2745893.0,3831388.79739475,5455094,5491786,5491786.0,0.0,5491786,0.0,0,0,0,6,4.5,3.0,9.0,0,0,0,1,0,0,6.0,6.0,0.0,12,368,0.0,0.0,0,0,0
443,26319603,2116,853,0,132.25,1448,0,421.3333333,584.7456842,974800.1111,2794728.136,10800000,21300000,1421165.267,3519511.014,10800000,4130018.901,10800000,0,0,1448,247.3103448,446.6120963,199462.3645,0,0,1,0,0,0,256.1428571,132.25,421.3333333,2116,127,10000000.0,1144304.54,10800000,9226781,0
32778,104,4,2,2,2.0,6,6,6.0,0.0,34.66666667,24.82606158,49,49,49.0,0.0,49,0.0,49,0,2,6,3.6,2.19089023,4.8,0,0,1,0,0,1,4.5,2.0,6.0,4,0,0.0,0.0,0,0,0
53,70609937,144,37,35,36.0,199,69,134.0,75.05553499,10100000.0,26700000.0,70500000,70600000,23500000.0,40800000.0,70600000,40700000.0,70500000,0,35,199,79.44444444,69.22266809,4791.777778,0,0,0,0,0,1,89.375,36.0,134.0,144,-1,70500000.0,0.0,70500000,70500000,0
6923,52,6,6,6,6.0,6,6,6.0,0.0,52.0,0.0,52,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,6,256,0.0,0.0,0,0,0
443,118228840,1149,270,0,33.79411765,2896,0,1185.088889,756.2906134,1515754.359,9361446.015,59000000,118000000,3582692.121,14300000.0,59000000,12400000.0,59000000,0,0,2896,680.975,807.1186284,651440.4804,0,0,1,0,0,1,689.5949367,33.79411765,1185.088889,1149,130,58900000.0,154271.6078,59000000,58700000,0
443,61076455,915,607,0,53.82352941,1448,0,370.1333333,568.580798,1970208.226,4006058.141,10000000,61100000,3817278.437,4991883.105,10100000,5133832.097,10100000,0,0,1448,195.969697,423.1973154,179095.9678,0,0,1,0,0,0,202.09375,53.82352941,370.1333333,915,114,10000000.0,28289.58089,10000000,9960011,0
53,193,92,46,46,46.0,174,174,174.0,0.0,64.33333333,70.92484285,142,3,3.0,0.0,3,0.0,48,0,46,174,97.2,70.10848736,4915.2,0,0,0,0,0,1,121.5,46.0,174.0,92,-1,0.0,0.0,0,0,0
51272,34391,6,6,0,2.0,6,6,6.0,0.0,11463.6666666667,18612.9664839685,32943,34391,17195.5,22376.3940906483,33018,0.0,0,0,0,6,3.6,3.286335345,10.8,0,0,0,1,1,0,4.5,2.0,6.0,6,65535,0.0,0.0,0,0,0
53,31321,184,46,46,46.0,80,80,80.0,0.0,6264.2,13432.1071950755,30279,30284,10094.6666666667,17480.1454894784,30279,0.0,3,0,46,80,55.7142857143,16.5903012401,275.2380952381,0,0,0,0,0,0,65.0,46.0,80.0,184,-1,0.0,0.0,0,0,0
53,448,54,54,54,54.0,139,139,139.0,0.0,448.0,0.0,448,0,0.0,0.0,0,0.0,0,0,54,139,82.33333333,49.07477288,2408.333333,0,0,0,0,0,1,123.5,54.0,139.0,54,-1,0.0,0.0,0,0,0
53,277942,128,32,32,32.0,118,118,118.0,0.0,55588.4,103805.400609988,238789,39150,13050.0,22599.7989592828,39146,0.0,3,0,32,118,56.5714285714,41.9637031368,1760.9523809524,0,0,0,0,0,0,66.0,32.0,118.0,128,-1,0.0,0.0,0,0,0
53,69771,168,42,42,42.0,207,207,207.0,0.0,13954.2,26663.31615,61187,61195,20398.33333,35324.02152,61187,0.0,4,0,42,207,89.14285714,80.51175602,6482.142857,0,0,0,0,0,0,104.0,42.0,207.0,168,-1,0.0,0.0,0,0,0
443,115497401,825,450,0,37.5,1418,0,264.5263157895,515.2794676916,2887435.025,4498342.8049484,10026882,115497401,5499876.23809524,4993014.54266934,10080014,5024674.70770049,10080748,0,0,1418,139.3095238095,368.1354130563,135523.682346109,0,0,1,0,0,0,142.7073170732,37.5,264.5263157895,825,357,10023671.0909091,8344.571714049,10026882,9998767,0
80,1132615,26,20,0,8.666666667,8760,0,2900.25,4128.319301,188769.1667,449488.1265,1106040,26373,13186.5,18212.94936,26065,631054.6953,1106040,0,0,8760,1453.375,3113.952607,9696700.839,0,0,1,0,0,1,1661.0,8.666666667,2900.25,26,229,0.0,0.0,0,0,1
41782,50,0,0,0,0.0,0,0,0.0,0.0,50.0,0.0,50,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0,556,0.0,0.0,0,0,0
53,147,76,38,38,38.0,70,70,70.0,0.0,49.0,79.67433715,141,3,3.0,0.0,3,0.0,3,0,38,70,50.8,17.52712184,307.2,0,0,0,0,0,1,63.5,38.0,70.0,76,-1,0.0,0.0,0,0,0
443,448465,1077,517,0,134.625,1621,0,764.4,760.546324106,26380.2941176471,58268.1398597946,148851,448310,64044.2857142857,79557.4598444719,149958,65459.4538151502,148978,0,0,1621,459.0,646.785126607,418331.0,0,0,1,0,0,1,484.5,134.625,764.4,1077,243,0.0,0.0,0,0,0
53,95732555,202,58,43,50.5,124,99,111.5,14.4337567297,13676079.2857143,36104614.7130895,95553510,95553777,31851259.0,55167995.4089339,95553773,55271060.2262128,95732288,0,43,124,76.7777777778,34.5968848951,1196.9444444445,0,0,0,0,0,1,86.375,50.5,111.5,202,-1,95553510.0,0.0,95553510,95553510,0
443,244193,6,6,6,6.0,6,6,6.0,0.0,122096.5,172669.112,244192,0,0.0,0.0,0,0.0,1,0,6,6,6.0,0.0,0.0,0,0,0,1,0,2,8.0,6.0,6.0,6,62,0.0,0.0,0,0,0
17200,5798684,6,6,6,6.0,6,6,6.0,0.0,828383.4286,2177124.72,5765623,0,0.0,0.0,0,2351996.588,5765623,0,6,6,6.0,0.0,0.0,0,0,0,1,1,7,6.75,6.0,6.0,6,0,5765623.0,0.0,5765623,5765623,0
53,184,76,38,38,38.0,166,166,166.0,0.0,61.3333333333,100.1715195718,177,3,3.0,0.0,3,0.0,4,0,38,166,89.2,70.1084873607,4915.2,0,0,0,0,0,1,111.5,38.0,166.0,76,-1,0.0,0.0,0,0,0
53,23542,55,55,55,55.0,132,132,132.0,0.0,23542.0,0.0,23542,0,0.0,0.0,0,0.0,0,0,55,132,80.66666667,44.45597073,1976.333333,0,0,0,0,0,1,121.0,55.0,132.0,55,-1,0.0,0.0,0,0,0
53,30504,38,38,38,38.0,54,54,54.0,0.0,30504.0,0.0,30504,0,0.0,0.0,0,0.0,0,0,38,54,43.3333333333,9.237604307,85.3333333333,0,0,0,0,0,1,65.0,38.0,54.0,38,-1,0.0,0.0,0,0,0
39713,3,0,0,0,0.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,0
80,488658,26,20,0,8.666666667,8675,0,2900.25,4088.041942,81443.0,195175.1227,479787,8629,4314.5,5690.088268,8338,274490.5907,479787,0,0,8675,1453.375,3091.095642,9554872.268,0,0,1,0,0,1,1661.0,8.666666667,2900.25,26,229,0.0,0.0,0,0,1
53,33051,68,34,34,34.0,114,114,114.0,0.0,11017.0,19077.6736789369,33046,1,1.0,0.0,1,0.0,4,0,34,114,66.0,43.8178046004,1920.0,0,0,0,0,0,1,82.5,34.0,114.0,68,-1,0.0,0.0,0,0,0
443,117136183,956,581,0,41.56521739,1418,0,353.7894737,587.9461974,2856980.073,4466730.122,10000000,117000000,5324371.955,4961294.941,10000000,4963367.26,10100000,0,0,1418,178.5581395,426.1496106,181603.4906,0,0,1,0,0,0,182.8095238,41.56521739,353.7894737,956,358,9631677.5,1306959.802,10000000,5481543,0
53,227,76,38,38,38.0,166,166,166.0,0.0,75.66666667,90.97985125,177,1,1.0,0.0,1,0.0,49,0,38,166,89.2,70.10848736,4915.2,0,0,0,0,0,1,111.5,38.0,166.0,76,-1,0.0,0.0,0,0,0
80,4076913,24,6,6,6.0,0,0,0.0,0.0,1358971.0,2352076.71,4074915,4076913,1358971.0,2352076.71,4074915,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,7.5,6.0,0.0,24,-1,0.0,0.0,0,0,1
53,168,86,43,43,43.0,102,102,102.0,0.0,56.0,90.93404203,161,4,4.0,0.0,4,0.0,3,0,43,102,66.6,32.31563089,1044.3,0,0,0,0,0,1,83.25,43.0,102.0,86,-1,0.0,0.0,0,0,0
7844,8006,6,6,0,3.0,0,0,0.0,0.0,8006.0,0.0,8006,8006,8006.0,0.0,8006,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,3.0,3.0,0.0,6,-1,0.0,0.0,0,0,0
53,281,76,38,38,38.0,90,90,90.0,0.0,93.66666667,79.09698688,185,48,48.0,0.0,48,0.0,48,0,38,90,58.8,28.48157299,811.2,0,0,0,0,0,1,73.5,38.0,90.0,76,-1,0.0,0.0,0,0,0
80,5850583,12,6,0,4.0,0,0,0.0,0.0,1950194.333,3345688.493,5813403,5850583,2925291.5,4084406.453,5813403,0.0,0,0,0,6,2.4,3.286335345,10.8,0,0,1,0,0,0,3.0,4.0,0.0,12,42780,0.0,0.0,0,0,0
80,3,0,0,0,0.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
53,82373,49,49,49,49.0,112,112,112.0,0.0,82373.0,0.0,82373,0,0.0,0.0,0,0.0,0,0,49,112,70.0,36.37306696,1323.0,0,0,0,0,0,1,105.0,49.0,112.0,49,-1,0.0,0.0,0,0,0
80,33294178,427,424,0,61.0,1398,0,245.25,505.8683482,2378155.571,4208322.895,10000000,30200000,5032003.0,5473169.816,10000000,5064981.164,10000000,0,0,1398,149.3125,373.7710028,139704.7625,0,0,1,0,0,1,159.2666667,61.0,245.25,427,946,10000000.0,96.52633492,10000000,10000000,0
59008,126,6,6,6,6.0,6,6,6.0,0.0,126.0,0.0,126,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,6,256,0.0,0.0,0,0,0
51222,803,248,217,0,82.66666667,0,0,0.0,0.0,401.5,562.149891,799,803,401.5,562.149891,799,0.0,0,0,0,217,62.0,104.361551,10891.33333,0,0,0,1,0,0,82.66666667,82.66666667,0.0,248,-1,0.0,0.0,0,0,0
50000,18,6,6,6,6.0,6,6,6.0,0.0,18.0,0.0,18,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,6,229,0.0,0.0,0,0,0
53,59621,176,44,44,44.0,60,60,60.0,0.0,8517.285714,22379.98553,59270,59438,19812.66667,34313.08121,59434,34323.18483,59452,0,44,60,51.11111111,8.432740427,71.11111111,0,0,0,0,0,1,57.5,44.0,60.0,176,-1,0.0,0.0,0,0,0
443,42843,29,29,0,5.8,0,0,0.0,0.0,10710.75,21293.0129287363,42650,42843,10710.75,21293.0129287363,42650,0.0,0,0,0,29,4.8333333333,11.8392004235,140.1666666667,0,0,0,1,0,0,5.8,5.8,0.0,29,-1,0.0,0.0,0,0,0
443,186354,0,0,0,0.0,0,0,0.0,0.0,186354.0,0.0,186354,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,33,0.0,0.0,0,0,0
54610,3,37,31,6,18.5,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,1,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,1,0,0,34.0,18.5,0.0,37,-1,0.0,0.0,0,0,0
80,29571,0,0,0,0.0,0,0,0.0,0.0,29571.0,0.0,29571,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,124,0.0,0.0,0,0,0
38262,500607,11607,8760,0,2321.4,20,0,8.666666667,10.26320288,71515.28571,188729.7916,499514,500607,125151.75,249575.1353,499514,316.0767312,593,0,0,8760,1292.555556,2952.520834,8717379.278,0,0,1,1,0,0,1454.125,2321.4,8.666666667,11607,256,0.0,0.0,0,0,0
80,115775,0,0,0,0.0,0,0,0.0,0.0,115775.0,0.0,115775,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,235,0.0,0.0,0,0,0
53788,78,0,0,0,0.0,0,0,0.0,0.0,78.0,0.0,78,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0,33304,0.0,0.0,0,0,0
6001,55,0,0,0,0.0,6,6,6.0,0.0,55.0,0.0,55,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
51282,3,31,31,0,15.5,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,1,0,31,20.66666667,17.89785834,320.3333333,0,1,0,1,0,0,31.0,15.5,0.0,31,-1,0.0,0.0,0,0,0
5936,3,37,31,6,18.5,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,1,6,31,22.66666667,14.43375673,208.3333333,0,1,0,1,0,0,34.0,18.5,0.0,37,-1,0.0,0.0,0,0,0
53,24312,94,94,94,94.0,222,222,222.0,0.0,24312.0,0.0,24312,0,0.0,0.0,0,0.0,0,0,94,222,136.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,1,205.0,94.0,222.0,94,-1,0.0,0.0,0,0,0
53588,172,0,0,0,0.0,0,0,0.0,0.0,172.0,0.0,172,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,65535,0.0,0.0,0,0,0
47296,2,2071,2065,6,1035.5,0,0,0.0,0.0,2.0,0.0,2,2,2.0,0.0,2,0.0,0,1,6,2065,1378.6666666667,1188.7642042614,1413160.33333333,0,1,0,1,0,0,2068.0,1035.5,0.0,2071,-1,0.0,0.0,0,0,0
443,4,31,31,0,15.5,0,0,0.0,0.0,4.0,0.0,4,4,4.0,0.0,4,0.0,0,1,0,31,20.66666667,17.89785834,320.3333333,0,1,0,1,0,0,31.0,15.5,0.0,31,-1,0.0,0.0,0,0,0
62855,3,12,6,6,6.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
443,337,77,46,0,25.66666667,0,0,0.0,0.0,168.5,171.8269478,290,337,168.5,171.8269478,290,0.0,0,1,0,46,30.75,21.68524844,470.25,0,1,0,1,0,0,41.0,25.66666667,0.0,77,-1,0.0,0.0,0,0,0
443,117125239,3767,1697,0,163.7826087,1418,0,253.2857143,495.3288951,2723842.767,4383614.463,10000000,117000000,5323874.5,4929109.997,10100000,5032062.12,10100000,0,0,1697,201.9111111,482.3922311,232702.2646,0,0,1,0,0,0,206.5,163.7826087,253.2857143,3767,434,10000000.0,16077.3959,10000000,9963993,0
443,10558957,832,517,0,104.0,789,0,219.625,355.6060973,703930.4667,2574101.976,10000000,10500000,1499907.0,3787667.279,10100000,3758081.818,10000000,0,0,789,152.2941176,273.757138,74942.97059,0,0,1,0,0,1,161.8125,104.0,219.625,832,11256,10000000.0,0.0,10000000,10000000,0
49598,4,31,31,0,15.5,0,0,0.0,0.0,4.0,0.0,4,4,4.0,0.0,4,0.0,0,1,0,31,20.66666667,17.89785834,320.3333333,0,1,0,1,0,0,31.0,15.5,0.0,31,-1,0.0,0.0,0,0,0
55057,87,0,0,0,0.0,0,0,0.0,0.0,87.0,0.0,87,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,33304,0.0,0.0,0,0,0
16080,43,0,0,0,0.0,6,6,6.0,0.0,43.0,0.0,43,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
443,5420915,611,517,0,101.8333333,156,0,54.0,88.38551918,677614.375,1848176.887,5251177,5420915,1084183.0,2368536.362,5321019,4169.808689,76075,0,0,517,77.3,161.775599,26171.34444,0,0,1,0,0,0,85.88888889,101.8333333,54.0,611,60,5251177.0,0.0,5251177,5251177,0
53,166,60,30,30,30.0,94,94,94.0,0.0,55.33333333,89.77935917,159,4,4.0,0.0,4,0.0,3,0,30,94,55.6,35.05424368,1228.8,0,0,0,0,0,1,69.5,30.0,94.0,60,-1,0.0,0.0,0,0,0
53,165,64,32,32,32.0,48,48,48.0,0.0,55.0,90.93404203,160,3,3.0,0.0,3,0.0,2,0,32,48,38.4,8.76356092,76.8,0,0,0,0,0,1,48.0,32.0,48.0,64,-1,0.0,0.0,0,0,0
80,5427286,1840,489,0,167.2727273,877,0,492.6,327.8922079,361819.0667,718907.3658,2527256,5427286,542728.6,836049.6919,2527256,722504.2471,1724695,0,0,877,253.1176471,292.8237273,85745.73529,0,0,1,0,0,0,268.9375,167.2727273,492.6,1840,127,0.0,0.0,0,0,0
80,504153,26,20,0,8.666666667,8760,0,2900.25,4128.319301,84025.5,205168.1329,502823,503286,251643.0,355447.0226,502982,290272.7469,503176,0,0,8760,1453.375,3113.952607,9696700.839,0,0,1,0,0,1,1661.0,8.666666667,2900.25,26,229,0.0,0.0,0,0,1
80,83199049,340,340,0,48.57142857,7240,0,2319.0,3331.638186,7563549.909,25000000.0,83100000,83100000,13800000.0,33900000.0,83100000,64269.58328,132133,0,0,7240,918.0769231,2244.370902,5037200.744,0,0,0,1,0,0,994.5833333,48.57142857,2319.0,340,235,83100000.0,0.0,83100000,83100000,1
80,5019675,0,0,0,0.0,0,0,0.0,0.0,1673225.0,2897379.803,5018831,5019675,2509837.5,3548252.636,5018831,0.0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,28960,0.0,0.0,0,0,1
1052,65,4,2,2,2.0,6,6,6.0,0.0,21.66666667,8.96288644,32,48,48.0,0.0,48,0.0,49,0,2,6,3.6,2.19089023,4.8,0,0,1,0,0,1,4.5,2.0,6.0,4,0,0.0,0.0,0,0,0
17988,97,2,2,2,2.0,6,6,6.0,0.0,97.0,0.0,97,0,0.0,0.0,0,0.0,0,0,2,6,3.333333333,2.309401077,5.333333333,0,0,1,0,0,1,5.0,2.0,6.0,2,0,0.0,0.0,0,0,1
53,31482,49,49,49,49.0,97,97,97.0,0.0,31482.0,0.0,31482,0,0.0,0.0,0,0.0,0,0,49,97,65.0,27.71281292,768.0,0,0,0,0,0,1,97.5,49.0,97.0,49,-1,0.0,0.0,0,0,0
80,2039849,30,6,6,6.0,0,0,0.0,0.0,509962.25,1018088.952,2037095,2039849,509962.25,1018088.952,2037095,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,7.2,6.0,0.0,30,-1,0.0,0.0,0,0,1
